"CD_MUN","agua_2021","agua_2022","terra_2021","terra_2022","violencia_2021","violencia_2022","trabalhoescravo_2021","trabalhoescravo_2022"
2210383,NA,NA,NA,NA,NA,NA,0,0
2210391,NA,NA,NA,NA,NA,NA,0,0
2210409,NA,NA,NA,NA,NA,NA,0,0
2210508,NA,NA,NA,NA,NA,NA,0,0
2210623,NA,NA,NA,NA,NA,NA,0,0
2210631,NA,NA,NA,NA,NA,NA,0,0
2210656,NA,NA,NA,NA,NA,NA,0,0
2210706,NA,NA,NA,NA,NA,NA,0,0
2210805,NA,NA,NA,NA,NA,NA,0,0
2210904,NA,NA,NA,NA,NA,NA,0,0
2210938,NA,NA,NA,NA,NA,NA,0,0
2210953,NA,NA,NA,NA,NA,NA,0,0
2210979,NA,NA,NA,NA,NA,NA,0,0
2211001,NA,NA,NA,NA,NA,NA,0,0
2211100,NA,NA,NA,NA,NA,NA,0,0
2211308,NA,NA,NA,NA,NA,NA,0,0
2211357,NA,NA,NA,NA,NA,NA,0,0
2211407,NA,NA,NA,NA,NA,NA,0,0
2211506,NA,NA,NA,NA,NA,NA,0,0
2211605,NA,NA,NA,NA,NA,NA,0,0
2211704,NA,NA,NA,NA,NA,NA,0,0
3300100,NA,NA,NA,NA,NA,NA,0,0
3300159,NA,NA,NA,NA,NA,NA,0,0
3300209,NA,NA,NA,NA,NA,NA,0,0
3300225,NA,NA,NA,NA,NA,NA,0,0
3300233,NA,NA,NA,NA,NA,NA,0,0
3300258,NA,NA,NA,NA,NA,NA,0,0
3300308,NA,NA,NA,NA,NA,NA,0,0
3300407,NA,NA,NA,NA,NA,NA,0,1
3300456,NA,NA,NA,NA,NA,NA,0,0
3300506,NA,NA,NA,NA,NA,NA,0,0
3300605,NA,NA,NA,NA,NA,NA,0,0
3300902,NA,NA,NA,NA,NA,NA,0,0
3300951,NA,NA,NA,NA,NA,NA,0,0
3301108,NA,NA,NA,NA,NA,NA,0,0
3301157,NA,NA,NA,NA,NA,NA,0,0
3301207,NA,NA,NA,NA,NA,NA,0,0
3301306,NA,NA,NA,NA,NA,NA,0,0
3301405,NA,NA,NA,NA,NA,NA,0,0
3301504,NA,NA,NA,NA,NA,NA,0,0
3301603,NA,NA,NA,NA,NA,NA,0,0
3301702,NA,NA,NA,NA,NA,NA,0,24
3301801,NA,NA,NA,NA,NA,NA,0,0
3301850,NA,NA,NA,NA,NA,NA,0,0
3301876,NA,NA,NA,NA,NA,NA,0,0
3301900,NA,NA,NA,NA,NA,NA,0,0
3302007,NA,NA,NA,NA,NA,NA,0,0
3302056,NA,NA,NA,NA,NA,NA,0,0
3302106,NA,NA,NA,NA,NA,NA,0,0
3302205,NA,NA,NA,NA,NA,NA,0,0
3302254,NA,NA,NA,NA,NA,NA,0,0
3302270,NA,NA,NA,NA,NA,NA,0,0
3302304,NA,NA,NA,NA,NA,NA,0,0
3302452,NA,NA,NA,NA,NA,NA,0,0
3302502,NA,NA,NA,NA,NA,NA,0,0
3302700,NA,NA,NA,NA,NA,NA,0,0
3302809,NA,NA,NA,NA,NA,NA,0,0
3302858,NA,NA,NA,NA,NA,NA,0,0
3302908,NA,NA,NA,NA,NA,NA,0,0
3303005,NA,NA,NA,NA,NA,NA,0,0
3303104,NA,NA,NA,NA,NA,NA,0,0
3303203,NA,NA,NA,NA,NA,NA,0,0
3303401,NA,NA,NA,NA,NA,NA,0,0
3303609,NA,NA,NA,NA,NA,NA,0,0
3303708,NA,NA,NA,NA,NA,NA,0,0
3303856,NA,NA,NA,NA,NA,NA,0,0
3303906,NA,NA,NA,NA,NA,NA,0,0
3303955,NA,NA,NA,NA,NA,NA,0,0
3304003,NA,NA,NA,NA,NA,NA,0,0
3304102,NA,NA,NA,NA,NA,NA,0,0
3304110,NA,NA,NA,NA,NA,NA,0,0
3304144,NA,NA,NA,NA,NA,NA,0,0
3304201,NA,NA,NA,NA,NA,NA,0,0
3304300,NA,NA,NA,NA,NA,NA,0,0
3304409,NA,NA,NA,NA,NA,NA,0,0
3304508,NA,NA,NA,NA,NA,NA,0,0
3304524,NA,NA,NA,NA,NA,NA,0,0
3304607,NA,NA,NA,NA,NA,NA,0,0
3304706,NA,NA,NA,NA,NA,NA,0,0
3304755,NA,NA,NA,NA,NA,NA,0,0
3304805,NA,NA,NA,NA,NA,NA,0,0
3304904,NA,NA,NA,NA,NA,NA,0,0
3305109,NA,NA,NA,NA,NA,NA,0,0
3305133,NA,NA,NA,NA,NA,NA,0,0
3305158,NA,NA,NA,NA,NA,NA,0,0
3305208,NA,NA,NA,NA,NA,NA,0,0
3305307,NA,NA,NA,NA,NA,NA,0,0
3305406,NA,NA,NA,NA,NA,NA,0,0
3305505,NA,NA,NA,NA,NA,NA,0,0
3305554,NA,NA,NA,NA,NA,NA,0,0
3305604,NA,NA,NA,NA,NA,NA,0,0
3305703,NA,NA,NA,NA,NA,NA,0,0
3305752,NA,NA,NA,NA,NA,NA,0,0
3305802,NA,NA,NA,NA,NA,NA,0,4
3305901,NA,NA,NA,NA,NA,NA,0,0
3306008,NA,NA,NA,NA,NA,NA,0,0
3306107,NA,NA,NA,NA,NA,NA,0,0
3306156,NA,NA,NA,NA,NA,NA,0,0
3306206,NA,NA,NA,NA,NA,NA,0,0
3306305,NA,NA,NA,NA,NA,NA,0,0
2400109,NA,NA,NA,NA,NA,NA,0,0
2400307,NA,NA,NA,NA,NA,NA,0,0
2400406,NA,NA,NA,NA,NA,NA,0,0
2400505,NA,NA,NA,NA,NA,NA,0,0
2400604,NA,NA,NA,NA,NA,NA,0,0
2400703,NA,NA,NA,NA,NA,NA,0,0
2400802,NA,NA,NA,NA,NA,NA,0,0
2400901,NA,NA,NA,NA,NA,NA,0,0
2401206,NA,NA,NA,NA,NA,NA,0,0
2401305,NA,NA,NA,NA,NA,NA,0,0
2401404,NA,NA,NA,NA,NA,NA,0,0
2401453,NA,NA,NA,NA,NA,NA,0,0
2401503,NA,NA,NA,NA,NA,NA,0,0
2401602,NA,NA,NA,NA,NA,NA,0,0
2401651,NA,NA,NA,NA,NA,NA,0,0
2401701,NA,NA,NA,NA,NA,NA,0,0
2401800,NA,NA,NA,NA,NA,NA,0,0
2401859,NA,NA,NA,NA,NA,NA,0,0
2401909,NA,NA,NA,NA,NA,NA,0,0
2402105,NA,NA,NA,NA,NA,NA,0,0
2402204,NA,NA,NA,NA,NA,NA,0,0
2402303,NA,NA,NA,NA,NA,NA,0,0
2402402,NA,NA,NA,NA,NA,NA,0,0
2402501,NA,NA,NA,NA,NA,NA,0,0
2402600,NA,NA,NA,NA,NA,NA,0,0
2402709,NA,NA,NA,NA,NA,NA,0,0
2402808,NA,NA,NA,NA,NA,NA,0,0
2402907,NA,NA,NA,NA,NA,NA,0,0
2403004,NA,NA,NA,NA,NA,NA,0,0
2403103,NA,NA,NA,NA,NA,NA,0,0
2403202,NA,NA,NA,NA,NA,NA,0,0
2403251,NA,NA,NA,NA,NA,NA,0,0
2403301,NA,NA,NA,NA,NA,NA,0,0
2403400,NA,NA,NA,NA,NA,NA,4,0
2403509,NA,NA,NA,NA,NA,NA,0,0
2403608,NA,NA,NA,NA,NA,NA,0,0
2403707,NA,NA,NA,NA,NA,NA,0,4
2403756,NA,NA,NA,NA,NA,NA,0,0
2403806,NA,NA,NA,NA,NA,NA,0,0
2403905,NA,NA,NA,NA,NA,NA,0,0
2404002,NA,NA,NA,NA,NA,NA,0,0
2404101,NA,NA,NA,NA,NA,NA,0,0
2404309,NA,NA,NA,NA,NA,NA,0,0
2404408,NA,NA,NA,NA,NA,NA,0,6
2404507,NA,NA,NA,NA,NA,NA,0,0
2404606,NA,NA,NA,NA,NA,NA,0,0
2404705,NA,NA,NA,NA,NA,NA,0,0
2404804,NA,NA,NA,NA,NA,NA,0,0
2404853,NA,NA,NA,NA,NA,NA,0,0
2404903,NA,NA,NA,NA,NA,NA,0,0
2405009,NA,NA,NA,NA,NA,NA,0,0
2405108,NA,NA,NA,NA,NA,NA,0,0
2405207,NA,NA,NA,NA,NA,NA,0,0
2405306,NA,NA,NA,NA,NA,NA,0,0
2405405,NA,NA,NA,NA,NA,NA,0,0
2405504,NA,NA,NA,NA,NA,NA,0,0
2405603,NA,NA,NA,NA,NA,NA,0,0
2405702,NA,NA,NA,NA,NA,NA,0,0
2405801,NA,NA,NA,NA,NA,NA,0,0
2405900,NA,NA,NA,NA,NA,NA,0,0
2406007,NA,NA,NA,NA,NA,NA,0,0
2406155,NA,NA,NA,NA,NA,NA,0,0
2406205,NA,NA,NA,NA,NA,NA,0,0
2406304,NA,NA,NA,NA,NA,NA,0,0
2406403,NA,NA,NA,NA,NA,NA,0,0
2406502,NA,NA,NA,NA,NA,NA,0,0
2406601,NA,NA,NA,NA,NA,NA,0,0
2406700,NA,NA,NA,NA,NA,NA,0,0
2406809,NA,NA,NA,NA,NA,NA,0,0
2406908,NA,NA,NA,NA,NA,NA,0,0
2407005,NA,NA,NA,NA,NA,NA,0,0
2407252,NA,NA,NA,NA,NA,NA,0,0
2407302,NA,NA,NA,NA,NA,NA,0,0
2407401,NA,NA,NA,NA,NA,NA,0,0
2407609,NA,NA,NA,NA,NA,NA,0,0
2407708,NA,NA,NA,NA,NA,NA,0,0
2407807,NA,NA,NA,NA,NA,NA,0,0
2407906,NA,NA,NA,NA,NA,NA,0,0
2408003,NA,NA,NA,NA,NA,NA,0,1
2408201,NA,NA,NA,NA,NA,NA,0,0
2408300,NA,NA,NA,NA,NA,NA,0,0
2408409,NA,NA,NA,NA,NA,NA,0,0
2408508,NA,NA,NA,NA,NA,NA,0,0
2408607,NA,NA,NA,NA,NA,NA,0,0
2408706,NA,NA,NA,NA,NA,NA,0,15
2408805,NA,NA,NA,NA,NA,NA,0,0
2408904,NA,NA,NA,NA,NA,NA,0,0
2409100,NA,NA,NA,NA,NA,NA,0,0
2409209,NA,NA,NA,NA,NA,NA,0,0
2409308,NA,NA,NA,NA,NA,NA,0,0
2409407,NA,NA,NA,NA,NA,NA,0,0
2409605,NA,NA,NA,NA,NA,NA,0,0
2409704,NA,NA,NA,NA,NA,NA,0,0
2409803,NA,NA,NA,NA,NA,NA,0,0
2409902,NA,NA,NA,NA,NA,NA,0,0
2410009,NA,NA,NA,NA,NA,NA,0,0
2410108,NA,NA,NA,NA,NA,NA,0,0
2410207,NA,NA,NA,NA,NA,NA,0,0
2410256,NA,NA,NA,NA,NA,NA,0,0
2410306,NA,NA,NA,NA,NA,NA,0,0
2410405,NA,NA,NA,NA,NA,NA,0,0
2410504,NA,NA,NA,NA,NA,NA,0,0
2410603,NA,NA,NA,NA,NA,NA,0,0
2410702,NA,NA,NA,NA,NA,NA,0,0
2410801,NA,NA,NA,NA,NA,NA,0,0
2411007,NA,NA,NA,NA,NA,NA,0,0
2411056,NA,NA,NA,NA,NA,NA,0,0
2411106,NA,NA,NA,NA,NA,NA,0,0
2411205,NA,NA,NA,NA,NA,NA,0,0
2411403,NA,NA,NA,NA,NA,NA,0,0
2411429,NA,NA,NA,NA,NA,NA,0,0
2411502,NA,NA,NA,NA,NA,NA,0,0
2411601,NA,NA,NA,NA,NA,NA,0,0
2411700,NA,NA,NA,NA,NA,NA,0,0
2411809,NA,NA,NA,NA,NA,NA,0,0
2411908,NA,NA,NA,NA,NA,NA,0,0
2412005,NA,NA,NA,NA,NA,NA,0,0
2412104,NA,NA,NA,NA,NA,NA,0,0
2412203,NA,NA,NA,NA,NA,NA,0,0
2412302,NA,NA,NA,NA,NA,NA,0,0
2412401,NA,NA,NA,NA,NA,NA,0,0
2412500,NA,NA,NA,NA,NA,NA,0,0
2412559,NA,NA,NA,NA,NA,NA,0,0
2412609,NA,NA,NA,NA,NA,NA,0,0
2412708,NA,NA,NA,NA,NA,NA,0,0
2412807,NA,NA,NA,NA,NA,NA,0,0
2412906,NA,NA,NA,NA,NA,NA,0,0
2413003,NA,NA,NA,NA,NA,NA,0,0
2413102,NA,NA,NA,NA,NA,NA,0,0
2413201,NA,NA,NA,NA,NA,NA,0,0
2413300,NA,NA,NA,NA,NA,NA,0,0
2413359,NA,NA,NA,NA,NA,NA,0,0
2413409,NA,NA,NA,NA,NA,NA,0,0
2413508,NA,NA,NA,NA,NA,NA,0,0
2413557,NA,NA,NA,NA,NA,NA,0,0
2413607,NA,NA,NA,NA,NA,NA,0,0
2413706,NA,NA,NA,NA,NA,NA,0,0
2413805,NA,NA,NA,NA,NA,NA,0,0
2413904,NA,NA,NA,NA,NA,NA,0,0
2414001,NA,NA,NA,NA,NA,NA,0,0
2414100,NA,NA,NA,NA,NA,NA,0,0
2414159,NA,NA,NA,NA,NA,NA,0,0
2414209,NA,NA,NA,NA,NA,NA,0,0
2414308,NA,NA,NA,NA,NA,NA,0,0
2414407,NA,NA,NA,NA,NA,NA,0,0
2414456,NA,NA,NA,NA,NA,NA,0,0
2414506,NA,NA,NA,NA,NA,NA,0,0
2414605,NA,NA,NA,NA,NA,NA,0,5
2414704,NA,NA,NA,NA,NA,NA,0,0
2414753,NA,NA,NA,NA,NA,NA,0,0
2414803,NA,NA,NA,NA,NA,NA,0,0
2414902,NA,NA,NA,NA,NA,NA,0,0
2415008,NA,NA,NA,NA,NA,NA,0,0
1100403,NA,NA,NA,NA,NA,NA,0,0
1101104,NA,NA,NA,NA,NA,NA,0,0
1101757,NA,NA,NA,NA,NA,NA,0,0
1400159,NA,NA,NA,NA,NA,NA,0,0
1400282,NA,NA,NA,NA,NA,NA,0,0
1400506,NA,NA,NA,NA,NA,NA,0,0
2800100,NA,NA,NA,NA,NA,NA,0,0
2800209,NA,NA,NA,NA,NA,NA,0,0
2800407,NA,NA,NA,NA,NA,NA,0,0
2800506,NA,NA,NA,NA,NA,NA,0,0
2800605,NA,NA,NA,NA,NA,NA,0,0
2800670,NA,NA,NA,NA,NA,NA,0,0
2801009,NA,NA,NA,NA,NA,NA,0,0
2801108,NA,NA,NA,NA,NA,NA,0,0
2801306,NA,NA,NA,NA,NA,NA,0,0
2801405,NA,NA,NA,NA,NA,NA,0,0
2801504,NA,NA,NA,NA,NA,NA,0,0
2801603,NA,NA,NA,NA,NA,NA,0,0
2801702,NA,NA,NA,NA,NA,NA,0,0
2801900,NA,NA,NA,NA,NA,NA,0,0
2802007,NA,NA,NA,NA,NA,NA,0,0
2802106,NA,NA,NA,NA,NA,NA,0,0
2802205,NA,NA,NA,NA,NA,NA,0,0
2802304,NA,NA,NA,NA,NA,NA,0,0
2802403,NA,NA,NA,NA,NA,NA,0,0
2802502,NA,NA,NA,NA,NA,NA,0,0
2802601,NA,NA,NA,NA,NA,NA,0,0
2802700,NA,NA,NA,NA,NA,NA,0,0
2802809,NA,NA,NA,NA,NA,NA,0,0
2802908,NA,NA,NA,NA,NA,NA,0,0
2803005,NA,NA,NA,NA,NA,NA,0,0
2803104,NA,NA,NA,NA,NA,NA,0,0
2803203,NA,NA,NA,NA,NA,NA,0,0
2803302,NA,NA,NA,NA,NA,NA,0,0
2803401,NA,NA,NA,NA,NA,NA,0,0
2803500,NA,NA,NA,NA,NA,NA,0,0
2803609,NA,NA,NA,NA,NA,NA,0,0
2803708,NA,NA,NA,NA,NA,NA,0,0
2803807,NA,NA,NA,NA,NA,NA,0,0
2803906,NA,NA,NA,NA,NA,NA,0,0
2804003,NA,NA,NA,NA,NA,NA,0,11
2804102,NA,NA,NA,NA,NA,NA,0,0
2804201,NA,NA,NA,NA,NA,NA,0,0
2804300,NA,NA,NA,NA,NA,NA,0,0
2804458,NA,NA,NA,NA,NA,NA,0,0
2804508,NA,NA,NA,NA,NA,NA,0,0
2804607,NA,NA,NA,NA,NA,NA,0,0
2804706,NA,NA,NA,NA,NA,NA,0,0
2804805,NA,NA,NA,NA,NA,NA,0,0
2805000,NA,NA,NA,NA,NA,NA,0,0
2805109,NA,NA,NA,NA,NA,NA,0,0
2805208,NA,NA,NA,NA,NA,NA,0,0
2805307,NA,NA,NA,NA,NA,NA,0,0
2805406,NA,NA,NA,NA,NA,NA,0,0
2805505,NA,NA,NA,NA,NA,NA,0,0
2805604,NA,NA,NA,NA,NA,NA,0,0
2805703,NA,NA,NA,NA,NA,NA,0,0
2805802,NA,NA,NA,NA,NA,NA,0,0
2805901,NA,NA,NA,NA,NA,NA,0,0
2806008,NA,NA,NA,NA,NA,NA,0,0
2806107,NA,NA,NA,NA,NA,NA,0,0
2806206,NA,NA,NA,NA,NA,NA,0,0
2806305,NA,NA,NA,NA,NA,NA,0,0
2806404,NA,NA,NA,NA,NA,NA,0,0
2806503,NA,NA,NA,NA,NA,NA,0,0
2806602,NA,NA,NA,NA,NA,NA,0,0
2806701,NA,NA,NA,NA,NA,NA,0,0
2806800,NA,NA,NA,NA,NA,NA,0,0
2806909,NA,NA,NA,NA,NA,NA,0,0
2807006,NA,NA,NA,NA,NA,NA,0,0
2807105,NA,NA,NA,NA,NA,NA,0,0
2807204,NA,NA,NA,NA,NA,NA,0,0
2807303,NA,NA,NA,NA,NA,NA,0,0
2807402,NA,NA,NA,NA,NA,NA,0,0
2807501,NA,NA,NA,NA,NA,NA,0,0
2807600,NA,NA,NA,NA,NA,NA,0,0
3503158,NA,NA,NA,NA,NA,NA,0,0
3503505,NA,NA,NA,NA,NA,NA,0,0
3504909,NA,NA,NA,NA,NA,NA,0,0
3508603,NA,NA,NA,NA,NA,NA,0,0
3509957,NA,NA,NA,NA,NA,NA,0,0
3513405,NA,NA,NA,NA,NA,NA,0,0
3513603,NA,NA,NA,NA,NA,NA,0,0
3526605,NA,NA,NA,NA,NA,NA,0,0
3527207,NA,NA,NA,NA,NA,NA,0,0
3541901,NA,NA,NA,NA,NA,NA,0,0
3549607,NA,NA,NA,NA,NA,NA,0,0
3552007,NA,NA,NA,NA,NA,NA,0,0
1700301,NA,NA,NA,NA,NA,NA,0,0
1701002,NA,NA,NA,NA,NA,NA,0,0
1701051,NA,NA,NA,NA,NA,NA,0,0
1701309,NA,NA,NA,NA,NA,NA,0,0
1702158,NA,NA,NA,NA,NA,NA,0,0
1702307,NA,NA,NA,NA,NA,NA,0,0
1702554,NA,NA,NA,NA,NA,NA,0,0
1702901,NA,NA,NA,NA,NA,NA,0,0
1703008,NA,NA,NA,NA,NA,NA,0,0
1703057,NA,NA,NA,NA,NA,NA,0,0
1703206,NA,NA,NA,NA,NA,NA,0,0
1703800,NA,NA,NA,NA,NA,NA,0,0
1703826,NA,NA,NA,NA,NA,NA,0,0
1703883,NA,NA,NA,NA,NA,NA,0,0
1703891,NA,NA,NA,NA,NA,NA,0,0
1705508,NA,NA,NA,NA,NA,NA,0,0
1706506,NA,NA,NA,NA,NA,NA,0,8
1707405,NA,NA,NA,NA,NA,NA,0,0
1710706,NA,NA,NA,NA,NA,NA,0,0
1710904,NA,NA,NA,NA,NA,NA,0,0
1711803,NA,NA,NA,NA,NA,NA,0,0
1712454,NA,NA,NA,NA,NA,NA,0,0
1712801,NA,NA,NA,NA,NA,NA,0,0
1713809,NA,NA,NA,NA,NA,NA,0,0
1713957,NA,NA,NA,NA,NA,NA,0,0
1714302,NA,NA,NA,NA,NA,NA,0,0
1716307,NA,NA,NA,NA,NA,NA,0,0
1717206,NA,NA,NA,NA,NA,NA,0,0
1718303,NA,NA,NA,NA,NA,NA,0,0
1718550,NA,NA,NA,NA,NA,NA,0,0
1718808,NA,NA,NA,NA,NA,NA,0,0
1718865,NA,NA,NA,NA,NA,NA,0,0
1720002,NA,NA,NA,NA,NA,NA,0,0
1720101,NA,NA,NA,NA,NA,NA,0,0
1720200,NA,NA,NA,NA,NA,NA,0,0
1720309,NA,NA,NA,NA,NA,NA,0,0
1720804,NA,NA,NA,NA,NA,NA,0,0
1722081,NA,NA,NA,NA,NA,NA,0,0
1722107,NA,NA,NA,NA,NA,NA,0,0
2919553,NA,NA,NA,NA,NA,NA,0,0
5200050,NA,NA,NA,NA,NA,NA,0,0
5200100,NA,NA,NA,NA,NA,NA,0,0
5200134,NA,NA,NA,NA,NA,NA,0,0
5200159,NA,NA,NA,NA,NA,NA,0,0
5200209,NA,NA,NA,NA,NA,NA,0,0
5200258,NA,NA,NA,NA,NA,NA,28,0
5200308,NA,NA,NA,NA,NA,NA,0,0
5200506,NA,NA,NA,NA,NA,NA,0,0
5200555,NA,NA,NA,NA,NA,NA,0,0
5200605,NA,NA,NA,NA,NA,NA,6,0
5200803,NA,NA,NA,NA,NA,NA,0,0
5200829,NA,NA,NA,NA,NA,NA,0,0
5200852,NA,NA,NA,NA,NA,NA,0,0
5200902,NA,NA,NA,NA,NA,NA,0,0
5201108,NA,NA,NA,NA,NA,NA,7,0
5201207,NA,NA,NA,NA,NA,NA,0,0
5201306,NA,NA,NA,NA,NA,NA,0,0
5201405,NA,NA,NA,NA,NA,NA,0,0
5201454,NA,NA,NA,NA,NA,NA,0,0
5201504,NA,NA,NA,NA,NA,NA,5,0
5201603,NA,NA,NA,NA,NA,NA,0,0
5201702,NA,NA,NA,NA,NA,NA,0,0
5201801,NA,NA,NA,NA,NA,NA,0,0
5202155,NA,NA,NA,NA,NA,NA,0,0
5202353,NA,NA,NA,NA,NA,NA,0,0
5202601,NA,NA,NA,NA,NA,NA,0,0
5202809,NA,NA,NA,NA,NA,NA,0,0
5203203,NA,NA,NA,NA,NA,NA,0,0
5203401,NA,NA,NA,NA,NA,NA,0,0
5203500,NA,NA,NA,NA,NA,NA,0,0
5203559,NA,NA,NA,NA,NA,NA,0,0
5203575,NA,NA,NA,NA,NA,NA,0,0
5203609,NA,NA,NA,NA,NA,NA,0,0
5203807,NA,NA,NA,NA,NA,NA,0,0
5203906,NA,NA,NA,NA,NA,NA,0,0
5203939,NA,NA,NA,NA,NA,NA,0,0
5203962,NA,NA,NA,NA,NA,NA,0,0
5204003,NA,NA,NA,NA,NA,NA,0,0
5204102,NA,NA,NA,NA,NA,NA,0,0
5204201,NA,NA,NA,NA,NA,NA,0,0
5204250,NA,NA,NA,NA,NA,NA,0,0
5204300,NA,NA,NA,NA,NA,NA,0,0
5204508,NA,NA,NA,NA,NA,NA,3,0
5204557,NA,NA,NA,NA,NA,NA,0,0
5204607,NA,NA,NA,NA,NA,NA,0,0
5204656,NA,NA,NA,NA,NA,NA,0,0
5204706,NA,NA,NA,NA,NA,NA,0,0
5204805,NA,NA,NA,NA,NA,NA,0,0
5204854,NA,NA,NA,NA,NA,NA,0,0
5204904,NA,NA,NA,NA,NA,NA,0,0
5204953,NA,NA,NA,NA,NA,NA,0,0
5205000,NA,NA,NA,NA,NA,NA,0,0
5205059,NA,NA,NA,NA,NA,NA,0,0
5205208,NA,NA,NA,NA,NA,NA,0,0
5205406,NA,NA,NA,NA,NA,NA,0,0
5205455,NA,NA,NA,NA,NA,NA,0,0
5205471,NA,NA,NA,NA,NA,NA,0,0
5205513,NA,NA,NA,NA,NA,NA,0,0
5205521,NA,NA,NA,NA,NA,NA,0,0
5205703,NA,NA,NA,NA,NA,NA,0,0
5205802,NA,NA,NA,NA,NA,NA,0,0
5205901,NA,NA,NA,NA,NA,NA,0,0
5206206,NA,NA,NA,NA,NA,NA,79,79
5206305,NA,NA,NA,NA,NA,NA,0,0
5206503,NA,NA,NA,NA,NA,NA,0,0
5206602,NA,NA,NA,NA,NA,NA,0,0
5206701,NA,NA,NA,NA,NA,NA,0,0
5206800,NA,NA,NA,NA,NA,NA,0,0
5206909,NA,NA,NA,NA,NA,NA,0,0
5207105,NA,NA,NA,NA,NA,NA,0,0
5207253,NA,NA,NA,NA,NA,NA,0,0
5207352,NA,NA,NA,NA,NA,NA,0,0
5207402,NA,NA,NA,NA,NA,NA,0,0
5207501,NA,NA,NA,NA,NA,NA,0,0
5207535,NA,NA,NA,NA,NA,NA,0,0
5207600,NA,NA,NA,NA,NA,NA,0,0
5207808,NA,NA,NA,NA,NA,NA,0,0
5207907,NA,NA,NA,NA,NA,NA,0,0
5208103,NA,NA,NA,NA,NA,NA,0,0
5208152,NA,NA,NA,NA,NA,NA,0,0
5208301,NA,NA,NA,NA,NA,NA,0,0
5208400,NA,NA,NA,NA,NA,NA,0,0
5208509,NA,NA,NA,NA,NA,NA,0,3
5208608,NA,NA,NA,NA,NA,NA,0,0
5208806,NA,NA,NA,NA,NA,NA,0,0
5209101,NA,NA,NA,NA,NA,NA,0,0
5209150,NA,NA,NA,NA,NA,NA,0,0
5209200,NA,NA,NA,NA,NA,NA,0,0
5209291,NA,NA,NA,NA,NA,NA,0,0
5209408,NA,NA,NA,NA,NA,NA,0,0
5209457,NA,NA,NA,NA,NA,NA,0,0
5209606,NA,NA,NA,NA,NA,NA,0,0
5209705,NA,NA,NA,NA,NA,NA,0,0
5209804,NA,NA,NA,NA,NA,NA,0,0
5209937,NA,NA,NA,NA,NA,NA,0,0
5209952,NA,NA,NA,NA,NA,NA,0,0
5210000,NA,NA,NA,NA,NA,NA,0,0
5210158,NA,NA,NA,NA,NA,NA,0,0
5210208,NA,NA,NA,NA,NA,NA,0,0
5210307,NA,NA,NA,NA,NA,NA,0,0
5210406,NA,NA,NA,NA,NA,NA,0,0
5210562,NA,NA,NA,NA,NA,NA,0,0
5210604,NA,NA,NA,NA,NA,NA,0,0
5210802,NA,NA,NA,NA,NA,NA,0,0
5210901,NA,NA,NA,NA,NA,NA,0,0
5211008,NA,NA,NA,NA,NA,NA,0,0
5211206,NA,NA,NA,NA,NA,NA,0,0
5211305,NA,NA,NA,NA,NA,NA,0,0
5211404,NA,NA,NA,NA,NA,NA,0,0
5211503,NA,NA,NA,NA,NA,NA,0,0
5211602,NA,NA,NA,NA,NA,NA,0,0
5211701,NA,NA,NA,NA,NA,NA,0,0
5211800,NA,NA,NA,NA,NA,NA,0,0
5211909,NA,NA,NA,NA,NA,NA,95,0
5212055,NA,NA,NA,NA,NA,NA,0,0
5212105,NA,NA,NA,NA,NA,NA,0,0
5212253,NA,NA,NA,NA,NA,NA,0,0
5212303,NA,NA,NA,NA,NA,NA,0,0
5212501,NA,NA,NA,NA,NA,NA,2,0
5212600,NA,NA,NA,NA,NA,NA,0,0
5212709,NA,NA,NA,NA,NA,NA,0,0
5212808,NA,NA,NA,NA,NA,NA,0,0
5212907,NA,NA,NA,NA,NA,NA,0,0
5212956,NA,NA,NA,NA,NA,NA,0,0
5213004,NA,NA,NA,NA,NA,NA,0,0
5213103,NA,NA,NA,NA,NA,NA,0,0
5213400,NA,NA,NA,NA,NA,NA,0,0
5213509,NA,NA,NA,NA,NA,NA,0,0
5213707,NA,NA,NA,NA,NA,NA,0,12
5213772,NA,NA,NA,NA,NA,NA,0,0
5213806,NA,NA,NA,NA,NA,NA,0,0
5213905,NA,NA,NA,NA,NA,NA,0,0
5214002,NA,NA,NA,NA,NA,NA,0,0
5214051,NA,NA,NA,NA,NA,NA,0,0
5214101,NA,NA,NA,NA,NA,NA,0,0
5214408,NA,NA,NA,NA,NA,NA,0,40
5214507,NA,NA,NA,NA,NA,NA,0,0
5214705,NA,NA,NA,NA,NA,NA,0,0
5214804,NA,NA,NA,NA,NA,NA,0,0
5214838,NA,NA,NA,NA,NA,NA,11,0
5214861,NA,NA,NA,NA,NA,NA,0,0
5214879,NA,NA,NA,NA,NA,NA,0,0
5215009,NA,NA,NA,NA,NA,NA,0,0
5215207,NA,NA,NA,NA,NA,NA,0,0
5215231,NA,NA,NA,NA,NA,NA,0,0
5215256,NA,NA,NA,NA,NA,NA,0,0
5215306,NA,NA,NA,NA,NA,NA,0,0
5215405,NA,NA,NA,NA,NA,NA,0,0
5215504,NA,NA,NA,NA,NA,NA,0,0
5215603,NA,NA,NA,NA,NA,NA,0,0
5215652,NA,NA,NA,NA,NA,NA,0,0
5215702,NA,NA,NA,NA,NA,NA,0,0
5215801,NA,NA,NA,NA,NA,NA,0,0
5215900,NA,NA,NA,NA,NA,NA,0,0
