"CD_MUN","agua_2021","agua_2022","terra_2021","terra_2022","violencia_2021","violencia_2022","trabalhoescravo_2021","trabalhoescravo_2022"
3115201,NA,NA,NA,NA,NA,NA,0,0
3115300,NA,NA,NA,NA,NA,NA,0,0
3115359,NA,NA,NA,NA,NA,NA,0,0
3115409,NA,NA,NA,NA,NA,NA,0,0
3115458,NA,NA,NA,NA,NA,NA,0,0
3115474,NA,NA,NA,NA,NA,NA,0,0
3115508,NA,NA,NA,NA,NA,NA,0,0
3115706,NA,NA,NA,NA,NA,NA,0,0
3115904,NA,NA,NA,NA,NA,NA,0,0
3116001,NA,NA,NA,NA,NA,NA,0,0
3116100,NA,NA,NA,NA,NA,NA,0,0
3116209,NA,NA,NA,NA,NA,NA,0,0
3116308,NA,NA,NA,NA,NA,NA,0,0
3116506,NA,NA,NA,NA,NA,NA,0,5
3116605,NA,NA,NA,NA,NA,NA,0,0
3116704,NA,NA,NA,NA,NA,NA,0,0
3116803,NA,NA,NA,NA,NA,NA,0,0
3117009,NA,NA,NA,NA,NA,NA,0,0
3117405,NA,NA,NA,NA,NA,NA,0,0
3117504,NA,NA,NA,NA,NA,NA,0,0
3117603,NA,NA,NA,NA,NA,NA,0,0
3117702,NA,NA,NA,NA,NA,NA,0,0
3117876,NA,NA,NA,NA,NA,NA,0,0
3118106,NA,NA,NA,NA,NA,NA,0,0
3118304,NA,NA,NA,NA,NA,NA,0,6
3118403,NA,NA,NA,NA,NA,NA,0,0
3118601,NA,NA,NA,NA,NA,NA,0,0
3118809,NA,NA,NA,NA,NA,NA,0,0
3118908,NA,NA,NA,NA,NA,NA,0,0
3119104,NA,NA,NA,NA,NA,NA,0,0
3119203,NA,NA,NA,NA,NA,NA,0,0
3119401,NA,NA,NA,NA,NA,NA,0,0
3119500,NA,NA,NA,NA,NA,NA,0,0
3119609,NA,NA,NA,NA,NA,NA,0,11
3119708,NA,NA,NA,NA,NA,NA,0,0
3120003,NA,NA,NA,NA,NA,NA,0,0
3120102,NA,NA,NA,NA,NA,NA,0,0
3120151,NA,NA,NA,NA,NA,NA,0,0
3120300,NA,NA,NA,NA,NA,NA,0,0
3120409,NA,NA,NA,NA,NA,NA,0,0
3120607,NA,NA,NA,NA,NA,NA,0,0
3120805,NA,NA,NA,NA,NA,NA,0,0
3120839,NA,NA,NA,NA,NA,NA,0,0
3120870,NA,NA,NA,NA,NA,NA,0,0
3121001,NA,NA,NA,NA,NA,NA,0,0
3121308,NA,NA,NA,NA,NA,NA,0,0
3121407,NA,NA,NA,NA,NA,NA,0,0
3121506,NA,NA,NA,NA,NA,NA,0,0
3121704,NA,NA,NA,NA,NA,NA,0,0
3121803,NA,NA,NA,NA,NA,NA,0,0
3121902,NA,NA,NA,NA,NA,NA,0,0
3122108,NA,NA,NA,NA,NA,NA,0,0
3122207,NA,NA,NA,NA,NA,NA,0,14
3122355,NA,NA,NA,NA,NA,NA,0,0
3122454,NA,NA,NA,NA,NA,NA,0,0
3122504,NA,NA,NA,NA,NA,NA,0,0
3122603,NA,NA,NA,NA,NA,NA,0,0
3122702,NA,NA,NA,NA,NA,NA,0,0
3122900,NA,NA,NA,NA,NA,NA,0,0
3123007,NA,NA,NA,NA,NA,NA,0,0
3123106,NA,NA,NA,NA,NA,NA,0,0
3123304,NA,NA,NA,NA,NA,NA,0,0
3123528,NA,NA,NA,NA,NA,NA,0,0
3123700,NA,NA,NA,NA,NA,NA,0,0
3123809,NA,NA,NA,NA,NA,NA,0,0
3123858,NA,NA,NA,NA,NA,NA,0,0
3123908,NA,NA,NA,NA,NA,NA,0,0
3124005,NA,NA,NA,NA,NA,NA,0,0
3124104,NA,NA,NA,NA,NA,NA,0,0
3124203,NA,NA,NA,NA,NA,NA,0,0
3124302,NA,NA,NA,NA,NA,NA,0,0
3124609,NA,NA,NA,NA,NA,NA,0,0
3124906,NA,NA,NA,NA,NA,NA,0,0
3125002,NA,NA,NA,NA,NA,NA,0,0
3125309,NA,NA,NA,NA,NA,NA,0,0
3125408,NA,NA,NA,NA,NA,NA,0,0
3125507,NA,NA,NA,NA,NA,NA,0,0
3125804,NA,NA,NA,NA,NA,NA,0,0
3125903,NA,NA,NA,NA,NA,NA,0,2
3125952,NA,NA,NA,NA,NA,NA,0,0
3126000,NA,NA,NA,NA,NA,NA,0,0
3126505,NA,NA,NA,NA,NA,NA,0,0
3126604,NA,NA,NA,NA,NA,NA,0,0
3126703,NA,NA,NA,NA,NA,NA,0,0
3126752,NA,NA,NA,NA,NA,NA,0,0
3126802,NA,NA,NA,NA,NA,NA,0,0
3126901,NA,NA,NA,NA,NA,NA,0,0
3126950,NA,NA,NA,NA,NA,NA,0,0
3127057,NA,NA,NA,NA,NA,NA,0,0
3127206,NA,NA,NA,NA,NA,NA,0,0
3127305,NA,NA,NA,NA,NA,NA,2,0
3127354,NA,NA,NA,NA,NA,NA,0,0
3127370,NA,NA,NA,NA,NA,NA,0,0
3127388,NA,NA,NA,NA,NA,NA,0,0
3127503,NA,NA,NA,NA,NA,NA,0,0
3127602,NA,NA,NA,NA,NA,NA,0,0
3128006,NA,NA,NA,NA,NA,NA,0,0
3128204,NA,NA,NA,NA,NA,NA,0,0
3128253,NA,NA,NA,NA,NA,NA,0,0
3128402,NA,NA,NA,NA,NA,NA,0,0
3128501,NA,NA,NA,NA,NA,NA,0,0
3128808,NA,NA,NA,NA,NA,NA,0,0
3129301,NA,NA,NA,NA,NA,NA,0,0
3129400,NA,NA,NA,NA,NA,NA,0,0
3129657,NA,NA,NA,NA,NA,NA,0,0
3129806,NA,NA,NA,NA,NA,NA,0,0
3130002,NA,NA,NA,NA,NA,NA,0,0
3130051,NA,NA,NA,NA,NA,NA,0,0
3130101,NA,NA,NA,NA,NA,NA,0,0
3130200,NA,NA,NA,NA,NA,NA,0,0
3130408,NA,NA,NA,NA,NA,NA,0,0
3130556,NA,NA,NA,NA,NA,NA,0,0
3130655,NA,NA,NA,NA,NA,NA,0,0
3130804,NA,NA,NA,NA,NA,NA,0,0
3130903,NA,NA,NA,NA,NA,NA,0,0
3131000,NA,NA,NA,NA,NA,NA,11,0
3131109,NA,NA,NA,NA,NA,NA,0,0
3131158,NA,NA,NA,NA,NA,NA,0,0
3131208,NA,NA,NA,NA,NA,NA,1,0
3131307,NA,NA,NA,NA,NA,NA,0,0
3131802,NA,NA,NA,NA,NA,NA,0,0
3131901,NA,NA,NA,NA,NA,NA,0,0
3132008,NA,NA,NA,NA,NA,NA,0,0
3132107,NA,NA,NA,NA,NA,NA,0,0
3132206,NA,NA,NA,NA,NA,NA,0,0
3132305,NA,NA,NA,NA,NA,NA,0,0
3132503,NA,NA,NA,NA,NA,NA,0,0
3132602,NA,NA,NA,NA,NA,NA,0,0
3132701,NA,NA,NA,NA,NA,NA,0,0
3132800,NA,NA,NA,NA,NA,NA,0,0
3133006,NA,NA,NA,NA,NA,NA,0,0
3133105,NA,NA,NA,NA,NA,NA,0,0
3133204,NA,NA,NA,NA,NA,NA,0,0
3133303,NA,NA,NA,NA,NA,NA,0,0
3133709,NA,NA,NA,NA,NA,NA,0,0
3133808,NA,NA,NA,NA,NA,NA,0,0
3133907,NA,NA,NA,NA,NA,NA,0,0
3134004,NA,NA,NA,NA,NA,NA,0,0
3134103,NA,NA,NA,NA,NA,NA,0,0
3134301,NA,NA,NA,NA,NA,NA,0,0
3134509,NA,NA,NA,NA,NA,NA,0,0
3134608,NA,NA,NA,NA,NA,NA,0,0
3134707,NA,NA,NA,NA,NA,NA,0,0
3135001,NA,NA,NA,NA,NA,NA,0,0
3135050,NA,NA,NA,NA,NA,NA,0,0
3135076,NA,NA,NA,NA,NA,NA,0,0
3135100,NA,NA,NA,NA,NA,NA,0,0
3135357,NA,NA,NA,NA,NA,NA,0,0
3135407,NA,NA,NA,NA,NA,NA,0,0
3135456,NA,NA,NA,NA,NA,NA,0,0
3135506,NA,NA,NA,NA,NA,NA,0,0
3135605,NA,NA,NA,NA,NA,NA,0,14
3135704,NA,NA,NA,NA,NA,NA,0,0
3135803,NA,NA,NA,NA,NA,NA,0,0
3136108,NA,NA,NA,NA,NA,NA,0,0
3136207,NA,NA,NA,NA,NA,NA,0,0
3136405,NA,NA,NA,NA,NA,NA,0,0
3136504,NA,NA,NA,NA,NA,NA,0,0
3136520,NA,NA,NA,NA,NA,NA,0,0
3136553,NA,NA,NA,NA,NA,NA,0,0
3136603,NA,NA,NA,NA,NA,NA,0,0
3136652,NA,NA,NA,NA,NA,NA,0,0
3136702,NA,NA,NA,NA,NA,NA,0,0
3136801,NA,NA,NA,NA,NA,NA,0,0
3136959,NA,NA,NA,NA,NA,NA,0,0
3137007,NA,NA,NA,NA,NA,NA,0,0
3137304,NA,NA,NA,NA,NA,NA,1,1
3137403,NA,NA,NA,NA,NA,NA,0,23
3137601,NA,NA,NA,NA,NA,NA,0,0
3137700,NA,NA,NA,NA,NA,NA,0,0
3137908,NA,NA,NA,NA,NA,NA,0,0
3138005,NA,NA,NA,NA,NA,NA,0,0
3138351,NA,NA,NA,NA,NA,NA,0,0
3138401,NA,NA,NA,NA,NA,NA,0,0
3138500,NA,NA,NA,NA,NA,NA,0,0
3138609,NA,NA,NA,NA,NA,NA,0,0
3138658,NA,NA,NA,NA,NA,NA,0,0
3138674,NA,NA,NA,NA,NA,NA,0,0
3138682,NA,NA,NA,NA,NA,NA,0,0
3138708,NA,NA,NA,NA,NA,NA,0,0
3138906,NA,NA,NA,NA,NA,NA,0,0
3139102,NA,NA,NA,NA,NA,NA,0,0
3139201,NA,NA,NA,NA,NA,NA,0,0
3139250,NA,NA,NA,NA,NA,NA,0,0
3139300,NA,NA,NA,NA,NA,NA,0,0
3139409,NA,NA,NA,NA,NA,NA,0,0
3139508,NA,NA,NA,NA,NA,NA,0,7
3139607,NA,NA,NA,NA,NA,NA,0,0
3139706,NA,NA,NA,NA,NA,NA,0,0
3139805,NA,NA,NA,NA,NA,NA,0,0
3140100,NA,NA,NA,NA,NA,NA,0,0
3140159,NA,NA,NA,NA,NA,NA,0,0
3140209,NA,NA,NA,NA,NA,NA,0,0
3140308,NA,NA,NA,NA,NA,NA,0,0
3140530,NA,NA,NA,NA,NA,NA,0,0
3140555,NA,NA,NA,NA,NA,NA,0,0
3140605,NA,NA,NA,NA,NA,NA,0,0
3140704,NA,NA,NA,NA,NA,NA,0,0
3140803,NA,NA,NA,NA,NA,NA,0,0
3140852,NA,NA,NA,NA,NA,NA,0,0
3140902,NA,NA,NA,NA,NA,NA,0,0
3141009,NA,NA,NA,NA,NA,NA,0,0
3141108,NA,NA,NA,NA,NA,NA,0,0
3141405,NA,NA,NA,NA,NA,NA,0,0
3141504,NA,NA,NA,NA,NA,NA,0,0
3141603,NA,NA,NA,NA,NA,NA,0,0
3141702,NA,NA,NA,NA,NA,NA,0,0
3141801,NA,NA,NA,NA,NA,NA,5,0
3141900,NA,NA,NA,NA,NA,NA,0,0
3142007,NA,NA,NA,NA,NA,NA,0,0
3142106,NA,NA,NA,NA,NA,NA,0,0
3142205,NA,NA,NA,NA,NA,NA,0,0
3142254,NA,NA,NA,NA,NA,NA,0,0
3142304,NA,NA,NA,NA,NA,NA,0,0
3142502,NA,NA,NA,NA,NA,NA,0,0
3142700,NA,NA,NA,NA,NA,NA,0,0
3142908,NA,NA,NA,NA,NA,NA,0,0
3143153,NA,NA,NA,NA,NA,NA,0,0
3143302,NA,NA,NA,NA,NA,NA,0,0
3143450,NA,NA,NA,NA,NA,NA,0,0
3143609,NA,NA,NA,NA,NA,NA,0,0
3143708,NA,NA,NA,NA,NA,NA,0,0
3144003,NA,NA,NA,NA,NA,NA,0,0
3144201,NA,NA,NA,NA,NA,NA,0,0
3144300,NA,NA,NA,NA,NA,NA,0,0
3144508,NA,NA,NA,NA,NA,NA,0,0
3144656,NA,NA,NA,NA,NA,NA,0,0
3144672,NA,NA,NA,NA,NA,NA,0,0
3144706,NA,NA,NA,NA,NA,NA,0,1
3144805,NA,NA,NA,NA,NA,NA,0,53
3144904,NA,NA,NA,NA,NA,NA,0,0
3145059,NA,NA,NA,NA,NA,NA,0,0
3145307,NA,NA,NA,NA,NA,NA,0,0
3145356,NA,NA,NA,NA,NA,NA,0,0
3145372,NA,NA,NA,NA,NA,NA,0,0
3145406,NA,NA,NA,NA,NA,NA,0,0
3145455,NA,NA,NA,NA,NA,NA,0,38
3145604,NA,NA,NA,NA,NA,NA,0,0
3145703,NA,NA,NA,NA,NA,NA,0,0
3145802,NA,NA,NA,NA,NA,NA,0,0
3145851,NA,NA,NA,NA,NA,NA,0,0
3145877,NA,NA,NA,NA,NA,NA,0,0
3145901,NA,NA,NA,NA,NA,NA,0,0
3146206,NA,NA,NA,NA,NA,NA,0,0
3146255,NA,NA,NA,NA,NA,NA,0,0
3146305,NA,NA,NA,NA,NA,NA,0,0
3146552,NA,NA,NA,NA,NA,NA,0,0
3146602,NA,NA,NA,NA,NA,NA,0,0
3146701,NA,NA,NA,NA,NA,NA,0,0
3146750,NA,NA,NA,NA,NA,NA,0,0
3146909,NA,NA,NA,NA,NA,NA,0,0
3147105,NA,NA,NA,NA,NA,NA,0,0
3147501,NA,NA,NA,NA,NA,NA,0,0
3147600,NA,NA,NA,NA,NA,NA,0,0
3147709,NA,NA,NA,NA,NA,NA,0,0
3147808,NA,NA,NA,NA,NA,NA,0,0
3147956,NA,NA,NA,NA,NA,NA,0,0
3148202,NA,NA,NA,NA,NA,NA,0,0
3148301,NA,NA,NA,NA,NA,NA,0,0
3148400,NA,NA,NA,NA,NA,NA,0,0
3148509,NA,NA,NA,NA,NA,NA,0,0
3148608,NA,NA,NA,NA,NA,NA,0,0
3148707,NA,NA,NA,NA,NA,NA,0,0
3148756,NA,NA,NA,NA,NA,NA,0,0
3148806,NA,NA,NA,NA,NA,NA,0,0
3149002,NA,NA,NA,NA,NA,NA,0,0
3149408,NA,NA,NA,NA,NA,NA,0,0
3149507,NA,NA,NA,NA,NA,NA,0,0
3149606,NA,NA,NA,NA,NA,NA,0,0
3150000,NA,NA,NA,NA,NA,NA,0,0
3150109,NA,NA,NA,NA,NA,NA,0,0
3150158,NA,NA,NA,NA,NA,NA,0,5
3150208,NA,NA,NA,NA,NA,NA,0,0
3150307,NA,NA,NA,NA,NA,NA,0,0
3150406,NA,NA,NA,NA,NA,NA,0,0
3150539,NA,NA,NA,NA,NA,NA,0,0
3150604,NA,NA,NA,NA,NA,NA,0,0
3150802,NA,NA,NA,NA,NA,NA,0,0
3151107,NA,NA,NA,NA,NA,NA,0,0
3151206,NA,NA,NA,NA,NA,NA,0,0
3151305,NA,NA,NA,NA,NA,NA,0,1
3151909,NA,NA,NA,NA,NA,NA,0,0
3152105,NA,NA,NA,NA,NA,NA,0,0
3152170,NA,NA,NA,NA,NA,NA,0,0
3152204,NA,NA,NA,NA,NA,NA,0,0
3152303,NA,NA,NA,NA,NA,NA,0,0
3152402,NA,NA,NA,NA,NA,NA,0,0
3152600,NA,NA,NA,NA,NA,NA,0,0
3152709,NA,NA,NA,NA,NA,NA,0,0
3153103,NA,NA,NA,NA,NA,NA,0,0
3153202,NA,NA,NA,NA,NA,NA,0,0
3153509,NA,NA,NA,NA,NA,NA,0,0
3153608,NA,NA,NA,NA,NA,NA,0,0
3153806,NA,NA,NA,NA,NA,NA,0,0
3153905,NA,NA,NA,NA,NA,NA,0,0
3154002,NA,NA,NA,NA,NA,NA,0,0
3154101,NA,NA,NA,NA,NA,NA,0,0
3154150,NA,NA,NA,NA,NA,NA,0,0
3154200,NA,NA,NA,NA,NA,NA,0,0
3154309,NA,NA,NA,NA,NA,NA,0,0
3154408,NA,NA,NA,NA,NA,NA,0,0
3154507,NA,NA,NA,NA,NA,NA,0,0
3154606,NA,NA,NA,NA,NA,NA,0,0
3154804,NA,NA,NA,NA,NA,NA,0,0
3154903,NA,NA,NA,NA,NA,NA,0,0
3155009,NA,NA,NA,NA,NA,NA,0,0
3155108,NA,NA,NA,NA,NA,NA,0,0
3155207,NA,NA,NA,NA,NA,NA,0,0
3155306,NA,NA,NA,NA,NA,NA,0,0
3155405,NA,NA,NA,NA,NA,NA,0,0
3155603,NA,NA,NA,NA,NA,NA,0,0
3155702,NA,NA,NA,NA,NA,NA,0,0
3155801,NA,NA,NA,NA,NA,NA,0,0
3155900,NA,NA,NA,NA,NA,NA,0,0
3156007,NA,NA,NA,NA,NA,NA,2,0
3156106,NA,NA,NA,NA,NA,NA,0,0
3156205,NA,NA,NA,NA,NA,NA,0,0
3156304,NA,NA,NA,NA,NA,NA,0,0
3156502,NA,NA,NA,NA,NA,NA,0,0
3156601,NA,NA,NA,NA,NA,NA,0,0
3156700,NA,NA,NA,NA,NA,NA,0,0
3156809,NA,NA,NA,NA,NA,NA,0,0
3157005,NA,NA,NA,NA,NA,NA,0,0
3157203,NA,NA,NA,NA,NA,NA,0,0
3157252,NA,NA,NA,NA,NA,NA,0,0
3157278,NA,NA,NA,NA,NA,NA,0,0
3157302,NA,NA,NA,NA,NA,NA,0,0
3157336,NA,NA,NA,NA,NA,NA,0,0
3157377,NA,NA,NA,NA,NA,NA,0,0
3157401,NA,NA,NA,NA,NA,NA,0,0
3157500,NA,NA,NA,NA,NA,NA,0,0
3157658,NA,NA,NA,NA,NA,NA,0,0
3157807,NA,NA,NA,NA,NA,NA,0,0
3157906,NA,NA,NA,NA,NA,NA,0,0
3158003,NA,NA,NA,NA,NA,NA,0,0
3158102,NA,NA,NA,NA,NA,NA,0,0
3158201,NA,NA,NA,NA,NA,NA,0,0
3158409,NA,NA,NA,NA,NA,NA,0,0
3158508,NA,NA,NA,NA,NA,NA,0,0
3158607,NA,NA,NA,NA,NA,NA,0,0
3158706,NA,NA,NA,NA,NA,NA,0,0
3158904,NA,NA,NA,NA,NA,NA,0,0
3158953,NA,NA,NA,NA,NA,NA,0,0
3159001,NA,NA,NA,NA,NA,NA,0,0
3159100,NA,NA,NA,NA,NA,NA,0,0
3159308,NA,NA,NA,NA,NA,NA,0,0
3159357,NA,NA,NA,NA,NA,NA,0,0
3159407,NA,NA,NA,NA,NA,NA,0,0
3159506,NA,NA,NA,NA,NA,NA,0,0
3160009,NA,NA,NA,NA,NA,NA,0,0
3160108,NA,NA,NA,NA,NA,NA,0,0
3160207,NA,NA,NA,NA,NA,NA,0,0
3160306,NA,NA,NA,NA,NA,NA,0,0
3160454,NA,NA,NA,NA,NA,NA,0,0
3160504,NA,NA,NA,NA,NA,NA,0,0
3160603,NA,NA,NA,NA,NA,NA,0,0
3160900,NA,NA,NA,NA,NA,NA,0,0
3160959,NA,NA,NA,NA,NA,NA,0,0
3161007,NA,NA,NA,NA,NA,NA,0,0
3161056,NA,NA,NA,NA,NA,NA,0,0
3161106,NA,NA,NA,NA,NA,NA,0,5
3161403,NA,NA,NA,NA,NA,NA,0,0
3161502,NA,NA,NA,NA,NA,NA,0,0
3161601,NA,NA,NA,NA,NA,NA,0,0
3161650,NA,NA,NA,NA,NA,NA,0,0
3161809,NA,NA,NA,NA,NA,NA,0,0
3161908,NA,NA,NA,NA,NA,NA,0,0
3162252,NA,NA,NA,NA,NA,NA,0,0
3162401,NA,NA,NA,NA,NA,NA,0,0
3162500,NA,NA,NA,NA,NA,NA,15,0
3162559,NA,NA,NA,NA,NA,NA,0,0
3162575,NA,NA,NA,NA,NA,NA,0,0
3162609,NA,NA,NA,NA,NA,NA,0,0
3162658,NA,NA,NA,NA,NA,NA,0,0
3162708,NA,NA,NA,NA,NA,NA,0,0
3162807,NA,NA,NA,NA,NA,NA,0,0
3162906,NA,NA,NA,NA,NA,NA,0,0
3162955,NA,NA,NA,NA,NA,NA,0,0
3163003,NA,NA,NA,NA,NA,NA,0,0
3163102,NA,NA,NA,NA,NA,NA,0,0
3163300,NA,NA,NA,NA,NA,NA,0,0
3163409,NA,NA,NA,NA,NA,NA,0,0
3163508,NA,NA,NA,NA,NA,NA,0,0
3163607,NA,NA,NA,NA,NA,NA,0,0
3163706,NA,NA,NA,NA,NA,NA,0,0
3163805,NA,NA,NA,NA,NA,NA,0,0
3164001,NA,NA,NA,NA,NA,NA,0,0
3164100,NA,NA,NA,NA,NA,NA,0,0
3164431,NA,NA,NA,NA,NA,NA,0,0
3164472,NA,NA,NA,NA,NA,NA,0,0
3164506,NA,NA,NA,NA,NA,NA,0,0
3164803,NA,NA,NA,NA,NA,NA,0,0
3164902,NA,NA,NA,NA,NA,NA,0,0
3165008,NA,NA,NA,NA,NA,NA,0,0
3165206,NA,NA,NA,NA,NA,NA,0,0
3165305,NA,NA,NA,NA,NA,NA,0,0
3165503,NA,NA,NA,NA,NA,NA,0,0
3165537,NA,NA,NA,NA,NA,NA,0,0
3165552,NA,NA,NA,NA,NA,NA,0,0
3165560,NA,NA,NA,NA,NA,NA,0,0
3165602,NA,NA,NA,NA,NA,NA,0,0
3165701,NA,NA,NA,NA,NA,NA,0,0
3165909,NA,NA,NA,NA,NA,NA,0,0
3166006,NA,NA,NA,NA,NA,NA,0,0
3166204,NA,NA,NA,NA,NA,NA,0,0
3166303,NA,NA,NA,NA,NA,NA,0,0
3166402,NA,NA,NA,NA,NA,NA,0,0
3166501,NA,NA,NA,NA,NA,NA,0,0
3166709,NA,NA,NA,NA,NA,NA,0,0
3166956,NA,NA,NA,NA,NA,NA,0,0
3167004,NA,NA,NA,NA,NA,NA,0,3
3167202,NA,NA,NA,NA,NA,NA,0,0
3167301,NA,NA,NA,NA,NA,NA,0,0
3167509,NA,NA,NA,NA,NA,NA,0,0
3167608,NA,NA,NA,NA,NA,NA,0,0
3167707,NA,NA,NA,NA,NA,NA,0,0
3167806,NA,NA,NA,NA,NA,NA,0,0
3167905,NA,NA,NA,NA,NA,NA,0,0
3168002,NA,NA,NA,NA,NA,NA,0,0
3168051,NA,NA,NA,NA,NA,NA,0,0
3168309,NA,NA,NA,NA,NA,NA,0,0
3168408,NA,NA,NA,NA,NA,NA,0,0
3168507,NA,NA,NA,NA,NA,NA,0,0
3168705,NA,NA,NA,NA,NA,NA,0,0
3168804,NA,NA,NA,NA,NA,NA,0,0
3169000,NA,NA,NA,NA,NA,NA,0,0
3169505,NA,NA,NA,NA,NA,NA,0,0
3169703,NA,NA,NA,NA,NA,NA,0,0
3169901,NA,NA,NA,NA,NA,NA,0,0
3170057,NA,NA,NA,NA,NA,NA,0,0
3170305,NA,NA,NA,NA,NA,NA,0,0
3170503,NA,NA,NA,NA,NA,NA,0,0
3170651,NA,NA,NA,NA,NA,NA,0,0
3171030,NA,NA,NA,NA,NA,NA,0,0
3171071,NA,NA,NA,NA,NA,NA,0,0
3171154,NA,NA,NA,NA,NA,NA,0,0
3171204,NA,NA,NA,NA,NA,NA,0,0
3171303,NA,NA,NA,NA,NA,NA,0,0
3171402,NA,NA,NA,NA,NA,NA,0,0
3171501,NA,NA,NA,NA,NA,NA,0,0
3171600,NA,NA,NA,NA,NA,NA,0,0
3171808,NA,NA,NA,NA,NA,NA,0,0
3171907,NA,NA,NA,NA,NA,NA,0,0
3172103,NA,NA,NA,NA,NA,NA,0,0
1500131,NA,NA,NA,NA,NA,NA,0,0
1500347,NA,NA,NA,NA,NA,NA,0,0
1500701,NA,NA,NA,NA,NA,NA,0,0
1501105,NA,NA,NA,NA,NA,NA,0,0
1501253,NA,NA,NA,NA,NA,NA,0,0
1501402,NA,NA,NA,NA,NA,NA,13,0
1501501,NA,NA,NA,NA,NA,NA,0,0
1501576,NA,NA,NA,NA,NA,NA,0,0
1501600,NA,NA,NA,NA,NA,NA,0,0
1501709,NA,NA,NA,NA,NA,NA,0,0
1501758,NA,NA,NA,NA,NA,NA,0,0
1501956,NA,NA,NA,NA,NA,NA,0,0
1502004,NA,NA,NA,NA,NA,NA,0,0
1502103,NA,NA,NA,NA,NA,NA,0,0
1502202,NA,NA,NA,NA,NA,NA,0,0
1502400,NA,NA,NA,NA,NA,NA,0,0
1502509,NA,NA,NA,NA,NA,NA,0,0
1502608,NA,NA,NA,NA,NA,NA,0,0
1502707,NA,NA,NA,NA,NA,NA,0,0
1502806,NA,NA,NA,NA,NA,NA,0,0
1502855,NA,NA,NA,NA,NA,NA,0,0
1502905,NA,NA,NA,NA,NA,NA,0,0
1502939,NA,NA,NA,NA,NA,NA,300,0
1502954,NA,NA,NA,NA,NA,NA,0,0
1503044,NA,NA,NA,NA,NA,NA,0,0
1503077,NA,NA,NA,NA,NA,NA,0,0
1503200,NA,NA,NA,NA,NA,NA,0,0
1503408,NA,NA,NA,NA,NA,NA,0,0
1503804,NA,NA,NA,NA,NA,NA,0,0
1504000,NA,NA,NA,NA,NA,NA,0,0
1504059,NA,NA,NA,NA,NA,NA,0,0
1504109,NA,NA,NA,NA,NA,NA,0,0
1504307,NA,NA,NA,NA,NA,NA,0,0
1504406,NA,NA,NA,NA,NA,NA,0,0
1504422,NA,NA,NA,NA,NA,NA,0,0
1504455,NA,NA,NA,NA,NA,NA,0,0
1504505,NA,NA,NA,NA,NA,NA,0,0
1504604,NA,NA,NA,NA,NA,NA,0,0
1504901,NA,NA,NA,NA,NA,NA,0,0
1504950,NA,NA,NA,NA,NA,NA,0,0
1505007,NA,NA,NA,NA,NA,NA,0,0
1505205,NA,NA,NA,NA,NA,NA,0,0
1505403,NA,NA,NA,NA,NA,NA,0,0
1505494,NA,NA,NA,NA,NA,NA,0,0
1505601,NA,NA,NA,NA,NA,NA,15,0
1505635,NA,NA,NA,NA,NA,NA,0,0
1505650,NA,NA,NA,NA,NA,NA,0,0
1505700,NA,NA,NA,NA,NA,NA,0,0
1505908,NA,NA,NA,NA,NA,NA,0,0
1506104,NA,NA,NA,NA,NA,NA,0,0
1506112,NA,NA,NA,NA,NA,NA,0,0
1506161,NA,NA,NA,NA,NA,NA,169,0
1506203,NA,NA,NA,NA,NA,NA,0,0
1506302,NA,NA,NA,NA,NA,NA,0,0
1506351,NA,NA,NA,NA,NA,NA,0,0
1506500,NA,NA,NA,NA,NA,NA,0,0
1506559,NA,NA,NA,NA,NA,NA,0,0
1506609,NA,NA,NA,NA,NA,NA,0,0
1506906,NA,NA,NA,NA,NA,NA,0,0
1507003,NA,NA,NA,NA,NA,NA,0,0
1507102,NA,NA,NA,NA,NA,NA,0,0
1507151,NA,NA,NA,NA,NA,NA,0,0
1507201,NA,NA,NA,NA,NA,NA,0,0
1507409,NA,NA,NA,NA,NA,NA,0,0
1507466,NA,NA,NA,NA,NA,NA,0,0
1507474,NA,NA,NA,NA,NA,NA,0,0
1507607,NA,NA,NA,NA,NA,NA,0,0
1507706,NA,NA,NA,NA,NA,NA,0,0
1507755,NA,NA,NA,NA,NA,NA,0,0
1507904,NA,NA,NA,NA,NA,NA,0,0
1507953,NA,NA,NA,NA,NA,NA,0,0
1507961,NA,NA,NA,NA,NA,NA,0,0
1507979,NA,NA,NA,NA,NA,NA,0,0
1508035,NA,NA,NA,NA,NA,NA,0,0
1508050,NA,NA,NA,NA,NA,NA,0,0
1508084,NA,NA,NA,NA,NA,NA,0,0
1508126,NA,NA,NA,NA,NA,NA,0,0
1508159,NA,NA,NA,NA,NA,NA,0,59
1508308,NA,NA,NA,NA,NA,NA,0,0
1508407,NA,NA,NA,NA,NA,NA,0,0
2500106,NA,NA,NA,NA,NA,NA,0,0
2500205,NA,NA,NA,NA,NA,NA,0,0
2500304,NA,NA,NA,NA,NA,NA,0,1
2500403,NA,NA,NA,NA,NA,NA,0,0
2500502,NA,NA,NA,NA,NA,NA,0,0
2500536,NA,NA,NA,NA,NA,NA,0,0
2500577,NA,NA,NA,NA,NA,NA,0,0
2500700,NA,NA,NA,NA,NA,NA,0,0
2500734,NA,NA,NA,NA,NA,NA,0,0
2500809,NA,NA,NA,NA,NA,NA,0,0
2500908,NA,NA,NA,NA,NA,NA,0,0
