system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_deforestation_2021,mapbiomas_deforestation_2022,.geo
00000000000000000103,23034.392,1600501,Oiapoque,AP,523.5313371215822,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,4428.013,1600535,Porto Grande,AP,341.91391416168835,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,4948.508,1600550,Pracuúba,AP,25.288881536865212,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,1541.224,1600600,Santana,AP,30.75263007812503,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,6684.705,1600709,Tartarugalzinho,AP,163.2572729473996,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,2508.979,1600808,Vitória do Jari,AP,106.90413841552733,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000694,538.677,2900108,Abaíra,BA,6.9084999621821375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000695,1604.923,2900207,Abaré,BA,6.009953344726564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000696,181.475,2900306,Acajutiba,BA,19.7054316362927,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000697,629.099,2900355,Adustina,BA,2.2858598022460934,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000698,742.775,2900405,Água Fria,BA,818.8535565364152,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000699,735.249,2900504,Érico Cardoso,BA,12.184485961914064,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069a,167.877,2900603,Aiquara,BA,133.3854231654985,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069b,707.835,2900702,Alagoinhas,BA,138.71045373298202,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069c,1477.929,2900801,Alcobaça,BA,276.3263117451986,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069d,245.236,2900900,Almadina,BA,67.80310783475983,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069e,431.655,2901007,Amargosa,BA,20.81001304716222,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069f,166.872,2901106,Amélia Rodrigues,BA,8.386678692626951,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a0,822.373,2901155,América Dourada,BA,51.88470880126958,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a1,1899.683,2901205,Anagé,BA,63.9039722106933,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a2,1590.316,2901304,Andaraí,BA,48.34800345458984,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a3,1362.386,2901353,Andorinha,BA,29.571034582519534,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a4,1530.05,2901403,Angical,BA,1140.8977158669843,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a5,187.84,2901502,Anguera,BA,6.645242547607423,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a6,319.745,2901601,Antas,BA,0.8796794982910154,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a7,293.53,2901700,Antônio Cardoso,BA,0.08736181640625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a8,345.284,2901809,Antônio Gonçalves,BA,13.584872412683819,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a9,479.262,2901908,Aporá,BA,32.1223632855823,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006aa,150.83,2901957,Apuarema,BA,24.407994587210858,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ab,1489.803,2902005,Aracatu,BA,14.378964164703971,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ac,474.577,2902054,Araçás,BA,225.37953183842686,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ad,1496.245,2902104,Araci,BA,44.499093185939486,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ae,368.947,2902203,Aramari,BA,49.50341989028034,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006af,435.962,2902252,Arataca,BA,43.27077239600085,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b0,174.012,2902302,Aratuípe,BA,39.251500883525736,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b1,445.394,2902401,Aurelino Leal,BA,181.41350496196637,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b2,3320.723,2902500,Baianópolis,BA,10118.942305988443,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b3,967.514,2902609,Baixa Grande,BA,14.350395385742193,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b4,409.507,2902658,Banzaê,BA,1.142826416015625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b5,11428.112,2902708,Barra,BA,593.6091940583586,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b6,1657.413,2902807,Barra da Estiva,BA,53.186141965523476,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b7,765.936,2902906,Barra do Choça,BA,166.95065774971786,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b8,1436.298,2903003,Barra do Mendes,BA,1.050206921386719,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b9,214.411,2903102,Barra do Rocha,BA,35.899265549651524,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ba,414.51,2903235,Barro Alto,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bb,207.297,2903276,Barrocas,BA,1.217342162200329,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bc,201.585,2903300,Barro Preto,BA,167.6960373228791,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bd,1939.447,2903409,Belmonte,BA,820.6753019712423,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006be,772.756,2903508,Belo Campo,BA,170.28001456408938,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bf,553.762,2903607,Biritinga,BA,4.209190133487477,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c0,848.857,2903706,Boa Nova,BA,223.5972356136786,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c1,2972.109,2903805,Boa Vista do Tupim,BA,341.9327639400222,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c2,4115.51,2903904,Bom Jesus da Lapa,BA,225.91794591708287,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c3,467.909,2903953,Bom Jesus da Serra,BA,2.8599296936035157,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c4,896.857,2904001,Boninal,BA,43.72915020378561,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c5,791.276,2904050,Bonito,BA,164.93986390380866,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c6,1426.233,2904100,Boquira,BA,74.22403860045185,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c7,627.612,2904209,Botuporã,BA,21.989785116493394,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c8,518.566,2904308,Brejões,BA,39.52880121565276,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c9,2247.208,2904407,Brejolândia,BA,852.2212972672777,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ca,2520.817,2904506,Brotas de Macaúbas,BA,40.79657374827666,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cb,2207.612,2904605,Brumado,BA,76.22365305175785,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cc,219.487,2904704,Buerarema,BA,93.39876504432831,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cd,4046.736,2904753,Buritirama,BA,214.9746941528315,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ce,512.436,2904803,Caatiba,BA,168.24755923978893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cf,222.026,2904852,Cabaceiras do Paraguaçu,BA,3.842390002441407,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d0,394.894,2904902,Cachoeira,BA,47.311169464111344,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d1,610.983,2905008,Caculé,BA,16.287045404052733,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d2,540.908,2905107,Caém,BA,21.34944690408145,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d3,767.146,2905156,Caetanos,BA,6.5083029922784545,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d4,2651.536,2905206,Caetité,BA,632.1261139081172,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d5,643.66,2905305,Cafarnaum,BA,0.08758131103515625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d6,448.846,2905404,Cairu,BA,43.231465997314494,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d7,458.311,2905503,Caldeirão Grande,BA,16.680949023437503,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d8,584.848,2905602,Camacan,BA,328.2477974881758,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d9,785.421,2905701,Camaçari,BA,110.59519256414683,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006da,839.702,2905800,Camamu,BA,277.4107865711165,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006db,2914.587,2905909,Campo Alegre de Lourdes,BA,132.6350770935056,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006dc,7161.827,2906006,Campo Formoso,BA,89.90549316162114,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006dd,460.388,2906105,Canápolis,BA,140.03371082545854,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006de,579.726,2906204,Canarana,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006df,1334.284,2906303,Canavieiras,BA,332.3811274155324,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e0,447.578,2906402,Candeal,BA,1.8024717249013862,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e1,251.808,2906501,Candeias,BA,7.678577673339842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e2,433.642,2906600,Candiba,BA,8.925936804199216,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e3,1169.814,2906709,Cândido Sales,BA,556.7281397719943,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e4,1351.891,2906808,Cansanção,BA,96.8741563071578,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e5,3565.377,2906824,Canudos,BA,305.36653414955373,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e6,629.586,2906857,Capela do Alto Alegre,BA,1.6642518676757811,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e7,464.776,2906873,Capim Grosso,BA,0.8771746582031249,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e8,805.629,2906899,Caraíbas,BA,3.3761125366210933,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e9,2377.889,2906907,Caravelas,BA,176.51437031257188,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ea,293.456,2907004,Cardeal da Silva,BA,325.60305330834495,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006eb,2525.906,2907103,Carinhanha,BA,512.9317384338416,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ec,9647.072,2907202,Casa Nova,BA,308.8850739991911,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ed,713.789,2907301,Castro Alves,BA,26.47023795529833,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ee,702.504,2907400,Catolândia,BA,985.7570126315292,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ef,426.955,2907509,Catu,BA,61.07189874686441,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f0,716.261,2907558,Caturama,BA,21.87053441420612,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f1,566.974,2907608,Central,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f2,3005.319,2907707,Chorrochó,BA,30.05261647532741,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f3,819.969,2907806,Cícero Dantas,BA,137.06000651855422,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f4,168.33,2907905,Cipó,BA,143.3783953087667,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f5,274.5,2908002,Coaraci,BA,115.8669523219688,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f6,10140.572,2908101,Cocos,BA,7929.912814764241,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f7,164.798,2908200,Conceição da Feira,BA,5.502163726806639,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f8,284.836,2908309,Conceição do Almeida,BA,0.784653448486328,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f9,1015.252,2908408,Conceição do Coité,BA,8.315776465250652,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fa,114.869,2908507,Conceição do Jacuípe,BA,6.7283632080078135,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fb,931.106,2908606,Conde,BA,720.2102755300248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fc,1348.039,2908705,Condeúba,BA,240.84249970274698,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fd,977.455,2908804,Contendas do Sincorá,BA,25.184378668212872,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fe,378.42,2908903,Coração de Maria,BA,12.327048449707036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ff,523.64,2909000,Cordeiros,BA,34.03896520931464,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000700,2662.819,2909109,Coribe,BA,952.4965730060862,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000701,797.434,2909208,Coronel João Sá,BA,10.824912249755858,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000702,11504.314,2909307,Correntina,BA,10023.385043471131,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000703,4282.775,2909406,Cotegipe,BA,2245.0328733611727,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000704,182.585,2909505,Cravolândia,BA,9.390391607642076,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000705,636.609,2909604,Crisópolis,BA,21.564835348570586,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000706,1052.837,2909703,Cristópolis,BA,878.6261715247842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000707,139.117,2909802,Cruz das Almas,BA,4.101909374999999,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000708,5950.614,2909901,Curaçá,BA,125.78512885627312,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000709,413.637,2910008,Dário Meira,BA,152.83354225887527,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070a,183.759,2910057,Dias d'Ávila,BA,19.8443115376551,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070b,689.516,2910107,Dom Basílio,BA,7.009298733197382,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070c,94.778,2910206,Dom Macedo Costa,BA,0.6975305908203125,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070d,179.329,2910305,Elísio Medrado,BA,2.6158512573242185,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070e,1890.133,2910404,Encruzilhada,BA,1396.4308994139549,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070f,1187.766,2910503,Entre Rios,BA,669.4654881676273,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000710,1299.355,2910602,Esplanada,BA,975.5951471626536,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000711,2025.368,2910701,Euclides da Cunha,BA,778.8929169952256,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000712,1425.97,2910727,Eunápolis,BA,63.826979379427996,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000713,364.419,2910750,Fátima,BA,0.17586375732421874,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000714,1176.111,2910776,Feira da Mata,BA,241.58654914270758,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000715,1304.425,2910800,Feira de Santana,BA,17.051840795898432,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000716,579.686,2910859,Filadélfia,BA,16.276175741469444,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000717,172.353,2910909,Firmino Alves,BA,19.95302539321,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000718,321.013,2911006,Floresta Azul,BA,36.08609426671644,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000719,15634.328,2911105,Formosa do Rio Preto,BA,15874.38078174751,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071a,229.661,2911204,Gandu,BA,69.29285526434202,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071b,384.592,2911253,Gavião,BA,1.490067218017578,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071c,3817.946,2911303,Gentio do Ouro,BA,26.87968344295726,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071d,1566.609,2911402,Glória,BA,4.148918981933593,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071e,202.194,2911501,Gongogi,BA,74.22923346787366,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071f,106.848,2911600,Governador Mangabeira,BA,1.833348516845703,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000720,872.867,2911659,Guajeru,BA,16.792862589757576,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000721,1272.366,2911709,Guanambi,BA,23.394999466552726,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000722,2189.404,2911808,Guaratinga,BA,255.96183061611956,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000723,313.438,2911857,Heliópolis,BA,0.7028905944824219,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000724,2342.497,2911907,Iaçu,BA,353.4301854252822,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000725,483.274,2912004,Ibiassucê,BA,3.6217965738214235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000726,230.953,2912103,Ibicaraí,BA,70.25249295393401,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000727,817.355,2912202,Ibicoara,BA,36.55026201171874,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000728,1139.378,2912301,Ibicuí,BA,36.9265962196021,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000729,1382.008,2912400,Ibipeba,BA,22.644726565635537,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072a,954.373,2912509,Ibipitanga,BA,35.66364822387697,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072b,698.245,2912608,Ibiquera,BA,6.437362041087431,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072c,472.664,2912707,Ibirapitanga,BA,84.62339430451033,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072d,771.098,2912806,Ibirapuã,BA,29.55734204719093,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072e,318.129,2912905,Ibirataia,BA,33.8037365186983,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072f,1834.002,2913002,Ibitiara,BA,49.06528518066392,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000730,573.033,2913101,Ibititá,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000731,1740.113,2913200,Ibotirama,BA,30.21241459379313,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000732,138.016,2913309,Ichu,BA,0.4378833923339843,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000733,836.586,2913408,Igaporã,BA,68.28818749937768,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000734,591.312,2913457,Igrapiúna,BA,219.47200372683082,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000735,860.223,2913507,Iguaí,BA,274.46377595087995,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000736,1588.555,2913606,Ilhéus,BA,233.8703517271991,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000737,1082.283,2913705,Inhambupe,BA,55.022212113085004,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000738,372.565,2913804,Ipecaetá,BA,8.82894539794922,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000739,280.454,2913903,Ipiaú,BA,37.634875060484674,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073a,3105.281,2914000,Ipirá,BA,14.858080358886715,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
